Provider ID,FRN,holding_company
130283,8267999,City of Windom
180012,8270738,"City of Elberton, Georgia"
130757,8288532,Long Lines
130037,8293649,"All West Communications, Inc."
190284,8295321,Pacific Data Systems
131090,8308405,"Range Telephone Cooperative, Inc."
330025,8343162,Uniti Group Inc.
131206,8358285,"Smartcom Telephone, LLC"
130988,8410102,"Orlando Telephone Company, Inc."
140001,8424194,"Access Cable Television, Inc."
130234,8437147,Chariton Valley Telephone Corporation
130400,8437964,"Dell Telephone Cooperative, Inc."
131145,8460081,S&T Telephone Cooperative Association
150316,8515595,Socket Telecom LLC
370064,8538555,KEPS Technologies Inc.
460000,8590846,"123.Net, Inc."
240032,8616757,DayStarr LLC
130130,8669897,Bixby Telephone Company
130103,8701773,"Beamspeed, LLC"
130902,8759771,"New Hope Telephone Cooperative, Inc. (AL)"
300005,8814782,"Acme Communications, Inc."
130385,8814816,"D & P Communications, Inc."
160127,8830846,LICT Corporation
130774,8845703,"Mahaska Communication Group, LLC"
250027,9008442,City of Lebanon Utilities
130425,9118415,"Dobson Technologies, Inc."
131073,9179409,"Progressive Rural Telephone Co-Op., Inc."
130785,9180969,Martelle Cooperative Telephone Association
130398,9234436,Delcambre Telephone Co.
320018,9254095,Brown Dog Networks LLC
460048,9260118,"K-Powernet, LLC"
131303,9281262,"TelAtlantic, Inc."
131349,9329830,Three River Telco
190015,9361080,"Aeneas Communications, LLC"
180032,9470766,"Home Town Cable TV, LLC"
130647,9484890,"Info-Ed, Inc."
130487,9485921,"Farmers Telephone Company, Inc."
190123,9558909,"DigitalPath, Inc."
410085,9568379,Roseau Electric Cooperative
130081,9572884,"ATN International, Inc."
130264,9588377,Citizens Telephone Company of Kecksburg
300186,9598616,ICS Advanced Technologies
310018,9599770,"CCT Telecommunications, Inc."
190506,9611385,"Cyber Mesa Computer Systems, Inc."
270011,9633983,"Alyrica Networks, Inc."
190311,9635731,Razzolink Inc.
130311,9700188,"Colorado Valley Telephone Cooperative, Inc."
131361,9700592,Town of Shrewsbury
270024,9719931,City of Wyandotte
130641,9729393,Independence Light and Power
130695,9764655,Killduff Telephone Company
130524,9795329,"Ganado Telephone Company, Inc."
130856,9828450,Griggs County Telephone Company
130623,9846494,"Hotwire Communications, Ltd."
131103,9873712,"Reserve Holdings, Inc."
480068,9923020,"Orion CableSystems, Inc."
130784,9965104,"Martell Enterprises, Inc."
140036,10000172,Fort Jennings Telephone Company
390027,10039147,"Communication Construction Services, Inc."
131283,10104388,Surry Telephone Membership Corporation
160151,10211167,"Southeastern Services, Inc."
190219,10271377,Lafayette City Parish Consolidated Government
410084,10291540,"Reynolds Media, Inc."
460675,10322352,Sac and Fox Tribe of the Mississippi in Iowa
131167,10480093,"Schurz Communications, Inc."
190504,10480978,Allo Communications LLC
200008,10522530,"BendTel, Inc."
190405,10568673,Westfield Gas & Electric
190256,10601185,Foremost Telecommunications Corporation
130705,10626414,Kraus Electronics Systems Inc.
390073,10716884,"Michwave Technologies, Inc."
470015,10729390,"City of Griffin, Georgia"
131106,10746295,Reynolds Telephone Company
131431,10753986,Viola Holding Company
190102,10763969,Community Telecom Services
130500,10766228,"First Step Internet, LLC"
131397,10969780,"UniTek, Inc."
130122,11119633,Biddeford Internet Corporation
131199,11125911,Skyline Telephone Membership Corporation
400038,11167079,"Salsgiver, Inc."
330025,11210416,Uniti Group Inc.
290075,11227055,Northwest Open Access Network
131226,11245867,American Broadband Holding Company
131384,11272671,Twin Lakes Telephone Cooperative Corporation
130233,11278702,Chapin Communications Corporation
360068,11283405,"Pioneer Wireless, Inc."
240006,11291671,"BalsamWest FiberNET, LLC"
450153,11394137,Cherokee Cablevision Inc.
130986,11396082,Oregon Telephone Corporation
130908,11411097,"New Windsor Communications, Inc."
130690,11412129,"Atlas Connectivity, LLC"
131396,11414059,"MTE Holdings, LLC"
220071,11421815,Vogtmann Engineering Inc.
131309,11458999,"TeleGuam Holdings, Inc."
131191,11475738,"Simply Bits, LLC"
131394,11496445,Evertek Enterprises
131026,11548526,"Pencor Services, Inc."
240109,11562717,Montana Internet Corporation
140076,11574746,"Reasnor Telephone Company, LLC"
330025,11585528,Uniti Group Inc.
470091,11618238,"Benchmark Communications, LLC"
160127,11679826,LICT Corporation
440186,11862927,Direct Management Company
131486,11915014,Wilkes Telephone Membership Corporation
130416,11928140,Doylestown Telephone Company
450041,11971553,Designs For Learning
131167,11987070,"Schurz Communications, Inc."
380086,12004347,"Network Tool and Die Company, Inc."
170025,12037123,CMS Internet LLC
420187,12141842,"Golden Belt Telephone Association, Inc"
460631,12144150,Nex-Tech Wireless
130270,12147906,City of Barnesville Municipal Telephone
130011,12207346,"Adak Eagle Enterprises, LLC"
160127,12312963,LICT Corporation
420110,12328621,Rocky Mountain Internet Inc.
130254,12441952,Cincinnati Bell Inc.
130254,12486437,Cincinnati Bell Inc.
130282,12527156,City of Wadsworth
130226,12641163,"Central Oklahoma Telephone Co., LLC"
131395,12662698,"United Telephone Association, Inc."
150290,12841458,"Neptuno Media, Inc."
131039,12882643,Pine Telephone Company
390102,12981569,"Shawn Barker Construction, Inc."
190172,12981858,Golden Rain Foundation
170066,13114699,Monmouth Independence Network
131411,13127899,"Valley Telephone Cooperative, Inc. (AZ/NM)"
130588,13169313,"Hardy Telecommunications, Inc."
180058,13194675,"Com Net, Inc."
320118,13198767,Inland Development Corporation
320118,13199104,Inland Development Corporation
130126,13321211,Bijou Telephone Cooperative Association Inc.
131034,13350657,Phillips County Telephone Company
360030,13358395,"Etheric Communications, LLC."
130455,13395207,Empire Telephone Corporation/North Penn Telephone Company
130455,13397740,Empire Telephone Corporation/North Penn Telephone Company
140092,13436944,"Twin Valley Management, Inc."
150254,13490644,"DoveTel Communications, LLC"
460025,13501689,Digital Network Access Communications Inc.
380080,13561303,Mille Lacs Energy Cooperative
290123,13569280,Fluid-Blu Technologies
400026,13604616,Jackson Electric Cooperative
360103,13613161,"WestPAnet, Inc."
310045,13686662,Iron River Cooperative TV Antenna Corp
360055,13709282,Morristown Utility System
300066,13769708,Hunter Communications & Technologies LLC
330082,13775002,"Washington Broadband, Inc."
130741,13778857,Liberty Latin America Ltd.
130696,13866488,"Kinex Telecom, Inc."
131400,13869250,Unwired Ltd.
130044,13906821,"Alma Telecom, Inc."
190107,13921614,ConnectTo Communications Inc.
131037,14015978,"Pierce Telecommunications, Inc."
150120,14024640,Mutual Telephone Company (KS)
130427,14054449,"E. Ritter Communications Holdings, Inc."
370151,14061097,Aeronet Wireless Broadband LLC
130631,14067565,"IAMO Communications, Inc."
140078,14107205,"Royell Communications, Inc."
320039,14117139,Morrison Global
330059,14202816,PrineTime Internet Solutions
190435,14281588,"Citynet, LLC"
140043,14295679,"Hopi Telecommunications, Inc."
130032,14319933,"Albion Telephone Company, Inc."
240061,14363329,Montana Opticom LLC
160157,14395966,"Zito West Holding, LLC"
330025,14409924,Uniti Group Inc.
410138,14426316,"Double Dog Communications, Inc."
180048,14499438,"Rapid Systems, Inc."
220005,14531073,"Allied Telecom Group, LLC"
131190,14532774,"Horizon Communications, Inc."
130938,14540751,Northeast Iowa Telephone Company
140055,14561450,LAT Inc.
131049,14642235,"Plains Cooperative Telephone Association, Inc."
290042,14645576,"Electronic Corporate Pages, Inc."
130845,14663652,Minburn Telephone Company
131128,14705602,Roggen Telephone Cooperative Company
190304,14735781,Pulaski Electric System
280010,14767164,Borough of Kutztown
220016,14802524,City of Morganton
350042,14817035,"Fiber Platform, LLC"
350042,14817357,"Fiber Platform, LLC"
300008,14860472,"Airosurf Communications, Inc."
130081,14860530,"ATN International, Inc."
130481,14935183,Farmers Mutual Telephone Company (OH)
190227,14973705,InstarAGF
300025,15017189,Hilbert Communications LLC
130123,15024946,"Nevill Holdings, Inc."
160103,15034358,Allband Communications Cooperative
130250,15045149,Christensen Communications Company
300192,15273956,"USConnect Holdings, Inc."
310026,15331689,"Sinch US Holding, Inc."
350094,15332265,South Valley Internet
280001,15336449,Cogeco Cable Holdings II Inc.
240058,15337090,Mid-Hudson Cablevision
130569,15340417,"Great Plains Communications, Inc."
270102,15349392,X1 Communications Inc.
300078,15457351,Windfield Enterprises LLC
140018,15466766,Cable America Missouri LLC
290105,15518590,Television Association of Republic
130509,15534811,"Fort Mojave Telecommunications, Inc."
130509,15534886,"Fort Mojave Telecommunications, Inc."
270027,15535271,Columbia Energy LLC
130484,15555550,Farmers Mutual Telephone Company-Nora Springs
130586,15561350,Hancock Rural Telephone Corporation
260003,15573256,Bertram Communications LLC
131497,15592397,"Wired or Wireless, Inc."
250090,15616642,Wyoming.Com
220073,15643182,Mountain West Technologies Corporation
170071,15656606,"Newmax, LLC"
130140,15678931,"Bloomingdale Telephone Company, Inc."
400130,15679053,"Wtechlink, Inc."
410177,15696057,S. Bryer Cable TV Corporation
190187,15753262,"Electric Plant Board of the City of Hopkinsville, Kentucky"
190410,15798648,"IdeaTek Telcom, LLC"
230022,15805351,Intermart Inc.
410156,15817075,Satview Broadband Ltd.
310078,15881154,"Velocity.Net Communications, Inc."
210019,15950934,City of Wilson
130673,15963218,James Valley Cooperative Telephone Company
460067,15966914,"Precision Data Solutions, LLC"
130502,15988272,"Five Area Telephone Cooperative, Inc."
130982,16004012,"Zayo Group, LLC"
230051,16004087,Utah Telecommunication Open Infrastructure Agency
130492,16026965,FDF Communications Co.
130802,16050122,"McNabb Communications, Inc."
150237,16051450,City of North Kansas
310037,16053431,TXOL Internet Inc.
130444,16058422,Egyptian Telephone Cooperative Association
130634,16064842,ICON Technologies Inc.
400009,16070989,"City of Bardstown, KY"
190425,16079766,"Sonic Telecom, LLC"
220027,16079956,"Fourway Computer Products, Inc."
160127,16081093,LICT Corporation
160115,16082927,"E-Vergent.com, LLC"
460010,16083180,"Blast Communications, Inc."
370028,16083198,"Consolidated Smart Broadband Systems, LLC"
190313,16084675,Rebeltec Communications LLC
290004,16085920,"AtLink Services, LLC"
210080,16086035,Traer Municipal Utilities
300042,16087298,"Critical Hub Networks, Inc."
150327,16087876,"United Electric Cooperative, Inc."
130019,16094708,"Air Advantage, LLC"
290016,16095432,"Believe Wireless, LLC"
250085,16095713,"Wireless Data Net, LLC"
250053,16096711,"Lobo Internet Services, Ltd."
140064,16096752,"Defiance Holdings, LLC"
160162,16098147,"TerraNovaNet, Inc."
130059,16098931,"Amplex Electric, Inc."
190169,16099053,"Geneva On-Line, Inc."
200019,16101453,"Express Dial Internet, Inc."
280073,16102832,LARIAT
310065,16123374,"Softcom Internet Communications, Inc."
390162,16128977,"Planet Networks, Inc."
360104,16155822,"Ethoplex, LLC"
350019,16162216,"CASCO Communications, Inc."
150336,16162661,"Whiz to Coho, Inc."
260017,16173635,District of Columbia Government/Office of the Chief Technology Officer
320127,16179855,Safelink Internet
130707,16194516,La Canada Wireless Association
320081,16195810,SkyHi Corp.
190139,16202236,"e-Polk, Inc."
390103,16210437,"Sierra Nevada Communications, LLC"
260052,16230526,Succeed.Net
130757,16237927,Long Lines
410077,16245581,"Ozborn Communications, LLC"
190211,16251530,"Joink, LLC"
180011,16324980,City of Cartersville
230062,16368920,"Hillbilly Wireless Internet, Inc."
400001,16379380,Advantage Communications
131190,16385205,"Horizon Communications, Inc."
130915,16388589,"Next Metro, LLC"
460020,16390494,"City of Sherwood, Oregon"
130161,16419392,Broadband Corp.
130279,16469306,City of Scottsburg
190208,16474868,"JB-Nets, LLC"
230008,16479917,"Computer Office Solutions, Inc./Negia, Inc."
130794,16509242,"NBVDS Investment, LLC"
350036,16536344,"Digital Aurora Radio Technologies, LLC"
130982,16555849,"Zayo Group, LLC"
130962,16561649,Nucla-Naturita Telephone Company
130269,16569485,"Citizens Telephone Company of Hammond NY, Inc."
440153,16635740,Mobile Communications LLC
350117,16641185,"Wireless Internet Services, Inc."
340042,16676249,Karuk Tribe
130528,16708109,"Gargoyle Technologies, Inc."
310040,16715682,Gtek Communications
460101,16753279,"City of Taunton, Massachusetts"
200057,16829194,"Orcas Online, Inc."
240035,16852865,"Fast-Air Internet, Inc."
300077,16893455,"Kansas Broadband Internet, Inc."
320090,16899015,Complete Computers
250003,16912354,"360 Communications, LLC (OR & WA)"
130741,16966806,Liberty Latin America Ltd.
190053,16977381,"Bluebird Wireless Broadband Services, LLC"
430240,17059841,CDE Lightband
131052,17068073,"Planters Rural Telephone Cooperative, Inc."
130134,17082157,"Blanchard Telephone Association, Inc."
400137,17096538,US Internet Corp.
210018,17117037,"Cherry Capital Connection, LLC"
230011,17131319,"Cyberdyne Networks, Inc."
290091,17131830,SmartBurst LLC
290031,17141102,"Computer Techniques, Inc."
130309,17146051,COLI Inc.
240119,17154659,Transtelco Holding
300029,17159856,Cirra Networks
300079,17169327,"King Street Wireless, LP"
131180,17191487,"Shawnee Communications, Inc."
131344,17194234,Ridgeville Telephone Company
130796,17194317,McClure Telephone Company
190290,17253535,"Peerless Network Holdings, Inc."
280063,17335381,Veloxnet Inc.
210087,17348301,Wintek Corporation
220066,17360827,Seimitsu Corporation
410092,17361031,Southern California Telephone Company Inc.
330062,17389735,"Race Telecommunications, Inc."
340001,17535386,"Valley Telephone Cooperative, Inc. (TX)"
520070,17631540,Phoenix Communications II LLC
260056,17633405,Total Highspeed LLC
290087,17649732,Rural Broadband Network Services LLC
290118,17678236,Webformix Company
130081,17742107,"ATN International, Inc."
270063,17769704,"MontanaSky Networks, Inc."
440162,17793639,Om Networks
130745,17809351,Lincolnville Telephone Company
130144,17851569,"Blue Valley Tele-Communications, Inc."
420115,17889635,"SkyNet360, LLC"
320031,17904020,"Country Wireless, LLC"
300188,17917048,Standing Rock Sioux Tribe
300118,18039495,Princeton Electric Plant Board
131453,18057257,Wave Wireless LLC
290039,18069666,"DMCI Broadband, LLC"
310014,18079764,"Blue River Networks, Inc."
300171,18092593,"Visionary Communications, Inc."
230050,18100230,"USFon, Inc."
190103,18108621,"Computer Dynamics of NW Illinois, LLC"
150323,18115626,"TecInfo Communications, LLC"
130081,18122879,"ATN International, Inc."
350091,18137133,"Skyrunner, Inc."
380064,18168377,"KC Web, Inc."
360049,18177592,"Local TV & Electronics, Inc."
220007,18184804,BreezeAir Networks LLC
300136,18202309,SDWISP
300116,18204859,"Pasty.net, Inc."
360067,18207738,"Peninsula Fiber Network, LLC"
280014,18209551,City of Longmont
130105,18226548,"Bee Creek Communications, Inc."
130598,18231647,Heart of Iowa Communications Cooperative
300120,18242867,"Professional Value Internet Services, LLC"
190002,18247254,101Netlink
370020,18269993,"CableSouth Media III, LLC"
190312,18270504,"RB3, LLC"
460014,18282137,"Broadband MDU Holdings, LLC"
190233,18293050,"Hilliary Communications, LLC"
320055,18293175,"Internet Services, LLC"
320084,18294934,Small Business Solutions Group LLC
250046,18326165,Hinson Communications Inc.
210092,18337253,C&W Communications
440159,18343814,"Nikola Engineering, Inc."
430089,18345132,"Project A, Inc."
210042,18355909,Imagine Networks
130535,18367177,"Geneseo Communications, Inc."
320113,18371963,"New Era Broadband, LLC"
350018,18384420,"Byhalia.net, LLC"
130228,18421941,"Lumen Technologies, Inc."
131113,18424077,Ringgold Telephone Company
150330,18425108,"Upward Access, LLC"
240014,18447276,"CalNeva Broadband, LLC"
260062,18473223,WVVA.net Inc.
190025,18483222,America Internet & Communications
380173,18500694,Valley Internet
330071,18502286,"Skyweb Networks, Inc."
130887,18505388,"Nedelco, Inc."
420042,18505719,ORI.NET LLC
131425,18506568,Verizon Communications Inc.
360129,18507392,Zinnia Networks Inc.
130445,18510859,Electric and Water Plant Board of the City of Frankfort
130829,18511303,"Mid-States Services, LLC"
131255,18515676,"StarVision, Inc."
130325,18515817,Community Internet Service
220046,18518753,NTInet Inc.
130491,18519397,Fayetteville Public Utilities
350085,18520320,"WH i3B Bidco LLC/WH i3B Topco, LLC"
220031,18521443,"IsoFusion, Inc."
300043,18525139,Cruzio Internet
130581,18526087,H&B Enterprises Inc.
131060,18528893,"TPC ACC Acquisition, LLC"
190083,18535427,City of Coffeyville
170047,18539593,"GMN Tri-County CAC, Inc."
130721,18539601,"Laurel Highland Total Communications, Inc."
131019,18539742,Peace Valley Telephone Company
160146,18539916,"Ralls Technologies, LLC"
130721,18540146,"Laurel Highland Total Communications, Inc."
190336,18540245,Southern Tier Wireless
150249,18540914,"DC Access, LLC"
131308,18547828,"Telefonica International Holding, BV"
420025,18549063,"CopperNet Systems, Inc."
190233,18552844,"Hilliary Communications, LLC"
270101,18555169,"WireFree Communications, Inc."
470037,18558635,Indian Wells Valley Internet Service Provider
260049,18562181,SMR Communications
130904,18562611,"New Lisbon Telephone Company, Inc."
190086,18562652,City of Holyoke Gas & Electric Department
131025,18563023,"Penasco Valley Telephone Cooperative, Inc."
131463,18564179,West Liberty Telephone Company
380003,18565416,Acadiana Wireless LLC
390056,18568253,ShastaBeam
320114,18569533,"TISD, Inc."
131401,18570812,Upsala Cooperative Telephone Association
150266,18572933,"Hanson Communications, Inc."
190163,18573212,"Fulair, LLC"
220008,18575217,Bayou Cable Inc.
310067,18582064,Surfnet Communications
190303,18582510,Public Utility District No. 1 of Douglas County
460531,18583559,"DCM Cable, Inc."
131090,18583823,"Range Telephone Cooperative, Inc."
410172,18587436,"Tri-County Telephone Association, Inc. (KS)"
410172,18587451,"Tri-County Telephone Association, Inc. (KS)"
410172,18587469,"Tri-County Telephone Association, Inc. (KS)"
300172,18589432,Wireless Internet Corporation
360009,18590729,"Mainstream Fiber Networks, LLC"
260025,18591420,Broadband on Demand LLC
150339,18591826,"Worldnet Telecommunications, Inc."
131394,18592253,Evertek Enterprises
190080,18595660,City of Bellevue
190093,18600445,Cloud Alliance LLC
130287,18602995,Clarksville Mutual Telephone Company
130437,18603084,"Eastern Indiana WIFI, Inc."
210046,18603860,"JCMM Ventures, LLC"
131009,18603969,Park Region Mutual Telephone Company
130581,18604926,H&B Enterprises Inc.
290108,18607911,Tnet Broadband Internet
320088,18610774,"Stratosnet Technologies, Inc."
260019,18614362,"G5 Internet, LLC"
130557,18617688,"Grafton Communications, Inc."
300159,18618207,"Texas CellNet, Inc."
130228,18626853,"Lumen Technologies, Inc."
270051,18654335,"Impulse Internet Services, LLC"
130817,18675256,"Micrologic, Inc."
450172,18678110,Wave Internet Technologies LLC
310082,18683326,WaveLinc Communications LLC
130663,18706002,"Inventive Wireless of Nebraska, LLC"
131129,18710160,"CommunityTel, Inc."
350051,18713800,"iGo Technology, Inc."
140030,18713982,Fail Telecommunication Corporation
140030,18714014,Fail Telecommunication Corporation
140012,18714071,Axiom Technologies
131173,18735928,Sebastian Enterprises
350032,18779009,CVIN LLC
370063,18782045,ISP Management Inc.
300181,18795013,"BEH Communications, LLC"
360105,18795427,"NMsurf, Inc."
310027,18814731,"Conifer Communications, Inc."
190508,18854935,"Atlantech Online, Inc."
350110,18861252,"Velocity Communications, Inc."
330025,18879585,Uniti Group Inc.
130697,18928994,Kingdom Telephone Company
190429,18932350,Barbourville Utility Commission
190501,18940627,4 SIWI LLC
240017,18974584,Chaparral Holding Corporation
470102,18976985,M3 Wireless
410151,18998831,"TurboNet Technologies, Inc."
330042,19012335,Kelly Supply Company
300031,19015189,City of Monticello
350100,19019785,Telecom West Inc.
130370,19027440,Altice USA
440145,19051663,"IP Solutions, Inc."
200006,19060706,"Blip Networks, LLC"
130831,19064617,Midvale Telephone Exchange
200014,19066034,Cogent Communications Group
410184,19079334,"SP Broadband, Inc."
310036,19090117,E.L. Automation Inc.
410073,19156843,North Coast Wireless Communications
290079,19171842,"Portative Technologies, LLC"
300015,19219088,City of Bagley
130814,19225366,"MGW Communications, Inc."
430160,19238476,South Georgia Governmental Services Authority
240041,19297043,Google LLC
290099,19297274,"Taos Net, LLC"
360061,19368158,"One Ring Networks, Inc."
460515,19402494,Bitwise Inc.
131030,19423730,"Peoples Telecommunications, LLC"
350093,19449925,SOS Communications LLC
320057,19472653,iWiSP LLC
320082,19475797,SkyNet Communications of Kentucky LLC
220015,19482124,"CellTex Networks, LLC"
131518,19489673,"Yelcot Holding Group, Inc."
290018,19496462,Pocomoke Holdings
400139,19512201,Tongue River Communications
131051,19525336,Plant Telephone Company
410169,19556604,Inyo Networks Inc.
210001,19599901,3 Rooms Communications LLC
220031,19606276,"IsoFusion, Inc."
370101,19623834,"Integrated Business Networks, LLC"
480062,19645746,"Netwitz Internet Services, Inc."
220048,19648245,"Netwurx, LLC"
130079,19653401,"Radiate Holdings, LP"
130079,19653443,"Radiate Holdings, LP"
130079,19653450,"Radiate Holdings, LP"
130079,19653476,"Radiate Holdings, LP"
220052,19663095,"QCOL, Inc."
220078,19674191,Crystal Broadband Networks
130880,19679562,"Myakka Communications, Inc."
440128,19696202,Connecting Point Computer Center
300049,19703131,Eastern Shore of Virginia Broadband Authority
220028,19707637,Full Service Network LP
300168,19722230,VVD Funding LLC
250081,19766914,"Urban Communications, Inc."
340096,19792696,"Mechcom Communications, Inc."
130176,19834688,"Bulloch County Rural Telephone Cooperative, Inc."
400023,19850155,"Hudson Technology Solutions, Inc."
470039,19908896,"Internet Management Services, Inc."
310053,19954775,New Source Broadband I LLC
290058,19964311,JMZ Corporation
330074,19974385,SyncWave LLC
260070,20056446,Warm Springs Telecommunications Company
270096,20070504,"Velocity Broadband Internet, Inc."
130906,20088050,"Nuvera Communications, Inc."
220058,20089553,Rocky Ridge Wireless
400056,20090627,"WON Communications, LLC"
370015,20136552,Bay Country Communications
360118,20143921,"Good Connections, LLC"
350014,20152872,"Bays-ET Highspeed, LLC"
240046,20155164,"Hughes Computer Services, Inc."
130919,20198065,Wittenberg Telephone Company
130906,20198149,"Nuvera Communications, Inc."
130074,20199584,"Arvig Enterprises, Inc."
310096,20201364,"VGI Technology, Inc."
380095,20208500,"On-Ramp Indiana, Inc."
260007,20260865,City of Burbank/Burbank Water and Power
131497,20298048,"Wired or Wireless, Inc."
240038,20301743,Frank Howard TV Cable Inc.
340076,20305868,"Ultimate Internet Access, Inc."
380062,20306171,"JORP, LLC"
270084,20316063,TC LLC
460002,20317855,AirLink Internet Services
130124,20338323,"Big River Telephone, LLC"
370082,20372884,Pacific Lightwave Inc.
130116,20374575,Benton Ridge Telephone Company
240044,20389763,Highland Communication Services
430077,20404877,Stanfield Technologies LLC
320062,20407193,Mojavewifi.com LLC
330054,20409892,Nez Perce Tribe
270061,20419446,Maxwire Inc.
131302,20434767,"Telapex, Inc."
130081,20444741,"ATN International, Inc."
130254,20449831,Cincinnati Bell Inc.
370075,20507190,NewarkNet
380138,20510475,VEOpoint
300144,20535944,"Siuslaw Broadband, LLC"
260042,20550232,Roller Network LLC
250070,20553293,Servpac Inc.
310052,20568457,"Network Professionals, Inc."
300160,20585402,"Texhoma Wireless, LLC"
230025,20591780,"Konceptio Data Services, LLC"
230036,20610432,"Rebus Communications, LLC"
160127,20611620,LICT Corporation
230056,20622171,"Xclutel, LLC"
280005,20655486,Aureon Network Services Inc.
131041,20666798,"Pineland Telephone Cooperative, Inc."
470078,20676490,The Greater Eastern Oregon Network
131169,20707907,Cypress Break
210105,20743076,LVWifi.com
131108,20760849,"Smithville Holding Company, Inc."
460057,20791513,Nisqually Indian Tribe
380132,20812715,Peoples State Bank
240009,20831053,Bolt Internet Inc.
280004,20854725,"Air Link Rural Broadband, LLC"
270020,20855656,"Cal.net, Inc."
290007,20896718,Alamo Broadband Inc.
270014,20910857,Bowling Green Municipal Utilities
240056,20926788,LTD Broadband LLC
250099,20930608,Resonance Broadband LLC
350116,20945390,"Whittrio, Inc."
130617,20980116,"Home Telephone Company, Inc. (SC)"
290074,20993077,Northern Arapaho Tribal Industries
350068,21022215,"MR Systems Wireless, LLC"
360025,21025002,EagleZip.com LLC
270077,21025770,SonicNet Inc.
240041,21091491,Google LLC
300149,21099999,Southwest Minnesota Broadband Services
240041,21105283,Google LLC
310088,21129457,Zulu Internet Inc.
410025,21130364,Cosner-Neipp Corporation
320007,21134119,Aptitude Internet LLC
380098,21161823,Valley Center Wireless
390001,21162268,A&A Communications LLC
370135,21234265,"VPNet, Inc."
131129,21244868,"CommunityTel, Inc."
130315,21261193,TOTE Holdings LLC
430031,21274055,"Everywhere Wireless, LLC"
350080,21286844,Ranch WiFi LLC
270076,21290424,"Sonic Spectrum, Inc."
150245,21297494,"CresComm WiFi, LLC"
340091,21300181,Aroostook Technologies Inc.
330055,21320155,"Northeast Rural Services, Inc."
270002,21352968,1 Point Communications
460071,21389366,Ridge Wireless Inc.
360106,21411152,LakeNet LLC
430018,21418579,Canebrake Connections LLC
380158,21431440,"Ayera Technologies, Inc."
370019,21444328,"Bits of Technology Wireless Internet, LLC"
130242,21445440,"TruVista Communications, Inc."
390065,21451935,"Lightwave Communications, LLC"
130235,21519962,Charter Communications
260016,21520952,Digi Comm Enterprises LLC
131394,21535786,Evertek Enterprises
290053,21551585,Innovative Financial Technologies LLC
250066,21554936,"Ridgetop Networks, LLC"
430062,21633987,Northern Broadband
270074,21644448,"Skywave Wireless, Inc."
520003,21672415,OpenCape Corporation
160127,21672852,LICT Corporation
290010,21701891,AMG Technology Investment Group LLC
320080,21710371,"SBT Internet, Inc."
280020,21759212,"Eastern Shore Communications, LLC"
360064,21762067,OptimERA Inc.
300138,21796297,"SS Ventures, Inc."
350128,21814868,Kingsburg Media Foundation
250102,21830120,Rural Farm Networks LLC
300027,21833611,"CTI Networks, Inc."
460076,21837091,Speedwavz LLC
370013,21843503,Babcock Enterprises LLC
280017,21854278,"Co-Mo Electric Cooperative, Inc."
290006,21882212,"AirFiber, Inc."
380175,21883640,SkyRider Communications LLC
300107,21908868,"Night Owl Wireless, LLC"
360076,21929807,Stealth Communications
400138,21977418,Western Iowa Wireless
420091,21999305,Osnet Wireless Corp.
270065,22012884,Noize Communications LLC
260051,22028161,Spry Wireless Communications Inc.
410005,22049159,"Alternative Choice Wireless, LLC"
240041,22069793,Google LLC
400018,22074074,Great Lakes High Speed LLC
260068,22113310,"SnowCloud Services, LLC"
130795,22150361,Court Square Capital Partners
440077,22205454,Senawave LLC
460576,22231807,"NocTel Communications, Inc."
460027,22238547,"Eastern Telephone & Technologies, Inc."
300180,22265102,"rNetworks, LLC"
230043,22280762,Southeast Colorado Power Association
340032,22303291,"HUB Electronics, Inc."
131037,22326078,"Pierce Telecommunications, Inc."
410141,22329726,Minnesota WiFi
410192,22355762,Inland Cellular Telephone Company
400022,22404685,"Horton's TV & Electronics, Inc."
240041,22427892,Google LLC
140084,22431860,SPITwSPOTS Inc.
190075,22474779,Catalina Broadband Solutions LLC
270016,22475552,Bethesda Wireless LLC
310017,22491120,Cascades Digital Forensics LLC
320075,22492839,"Prairie Hills Wireless, LLC"
340026,22526008,FiberSpark Inc.
160141,22537807,Plumas-Sierra Rural Electric Cooperative
310079,22583801,Verso Networks Inc.
330010,22601603,Byte Networking LLC
370012,22630651,Azure Standard
280046,22634935,"Professional Satellite Services, Inc."
320013,22651095,"B&B Communications, Ltd."
280035,22655237,Mile High Networks
460075,22680862,South Hadley Electric Light Department
310041,22716385,Habersham Electric Membership Corporation
310024,22761373,"Clearnetworx, LLC"
420170,22782114,PowerNet Wireless
130839,22791024,"Milford Communications, LLC"
300173,22805444,WISPRENN
370154,22810253,Aerux LLP
350071,22824619,North Central Kansas Community Network
300093,22872121,Mosier WiNet LLC
360113,22904270,"Smiling J, LLC"
280052,22904999,"San Juan Cable, Inc."
390002,22912273,Acadiana Broadband
280057,22930671,"Tekify, LLC"
190233,22932255,"Hilliary Communications, LLC"
450136,22942296,"WiFi Services Caribbean, Inc."
131060,22953814,"TPC ACC Acquisition, LLC"
300103,22976716,"NetFortris Acquisition Co., Inc."
190233,23005515,"Hilliary Communications, LLC"
310061,23019771,"Salish Networks, Inc."
300019,23030265,"Bluespan Wireless, LLC"
440127,23062201,"City of Waupaca, WI"
300091,23076508,Midwest Energy Cooperative
