Provider ID,FRN,holding_company
130267,3749264,"Citizens Telephone Cooperative, Inc. (WI)"
131339,3749413,The Middleburgh Telephone Company
131172,3749512,Searsboro Telephone Company
131612,3749538,Sharon Telephone Company (IA)
131243,3749561,"Springville Cooperative Telephone Association, Inc."
131354,3749587,Titonka Telephone Company
130079,3749678,"Radiate Holdings, LP"
310000,3749819,Brick Skirt Holdings
310000,3749843,Brick Skirt Holdings
130651,3749983,Western Elite Incorporated Services
130799,3750171,McDonough Telephone Cooperative Inc.
160118,3752466,Eastern Cable Corporation
160129,3752508,Manning Municipal Communications and Television Systems Utility
130668,3752730,"Irvine Community Television, Inc."
130427,3753639,"E. Ritter Communications Holdings, Inc."
130126,3754652,Bijou Telephone Cooperative Association Inc.
130685,3754686,"Kaplan Telephone Company, Inc."
330002,3754785,Service Electric Television Inc.
130485,3756764,Farmers Mutual Telephone Cooperative of Shellsburg
130485,3756798,Farmers Mutual Telephone Cooperative of Shellsburg
130137,3757341,"Block Communications, Inc."
131362,3757432,"Townes Telecommunications, Inc."
310033,3757556,Demopolis CATV Co.
190233,3757564,"Hilliary Communications, LLC"
190233,3757580,"Hilliary Communications, LLC"
131276,3757788,Superior Telephone Cooperative
131135,3757838,Royal Telephone Company
131415,3758109,Van Horne Cooperative Telephone Company
131163,3758877,Santel Communications Cooperative
410120,3759040,Belhaven Cable TV Inc.
410126,3759099,Ocracoke Cable TV LLC
131139,3759859,Runestone Telephone Association
130387,3759917,Dakota Central Telecommunications Cooperative
330025,3762010,Uniti Group Inc.
131118,3762465,RJB Telecommunications Corp.
131486,3763489,Wilkes Telephone Membership Corporation
130499,3764487,"First Communications, LLC"
130036,3764735,"Alhambra-Grantfork Communications, Inc."
131057,3764966,"Ponderosa Communications, Inc."
130071,3765617,"Armstrong Holdings, Inc."
131249,3765781,"Standard Tobacco Company, Inc."
130133,3766201,Blanca Telephone Company/Jade Communications LLC
130077,3766532,AT&T Inc.
130133,3766623,Blanca Telephone Company/Jade Communications LLC
131448,3766680,"Wamego Telephone Company, Inc."
130154,3768025,Breda Telephone Corp.
130317,3768165,Comcast Corporation
131267,3768215,Stratford Mutual Telephone Company
510051,3770401,"Trans-Video, Inc."
131009,3770815,Park Region Mutual Telephone Company
131009,3770948,Park Region Mutual Telephone Company
131218,3771169,"South Central Telephone Association, Inc."
131226,3772274,American Broadband Holding Company
131226,3772290,American Broadband Holding Company
130285,3772787,"Clarence Telephone Company, Inc."
131505,3772993,"Woodhull Communications, Inc."
131505,3773025,"Woodhull Communications, Inc."
130057,3773405,"Amery Telcom, Inc."
130119,3773454,Bergen Telephone Company
130120,3773504,"Bernard Telephone Company, Inc."
130170,3773520,"Bruce Telephone Company, Inc."
130305,3773579,Cochrane Cooperative Telephone Company
130345,3773629,Coon Valley Farmers Telephone Company
130476,3773702,Farmers Independent Telephone Company
130074,3773751,"Arvig Enterprises, Inc."
130074,3773777,"Arvig Enterprises, Inc."
130759,3773827,Lost Nation-Elwood Telephone Company
130767,3773975,Mabel Cooperative Telephone Company
130250,3773991,Christensen Communications Company
130783,3774023,"Marquette-Adams Telephone Cooperative, Inc."
130718,3774056,"Larson Utilities, Inc."
130889,3774072,Nelson Telephone Cooperative
230021,3774098,"Ind. Co. Cable TV, Inc."
130944,3774262,Northern Telephone Company/Wilderness Valley Telephone Company
131109,3774296,"Richland-Grant Telephone Cooperative, Inc."
131179,3774320,Sharon Telephone Company (IL & WI)
131241,3774338,"Spring Valley Telephone Company, Inc."
131368,3774403,"Tri-County Communications Cooperative, Inc."
131467,3774429,"West Wisconsin Telcom Cooperative, Inc."
130944,3774460,Northern Telephone Company/Wilderness Valley Telephone Company
130718,3774478,"Larson Utilities, Inc."
130919,3774494,Wittenberg Telephone Company
190181,3775400,Haefele TV Inc.
131109,3775749,"Richland-Grant Telephone Cooperative, Inc."
130574,3776069,Griswold Cooperative Telephone Company
130546,3776507,Glenwood Telephone Membership Corp.
130037,3777448,"All West Communications, Inc."
130244,3777885,"Chibardun Telephone Cooperative, Inc."
130244,3777919,"Chibardun Telephone Cooperative, Inc."
130070,3778594,"Spectracomm, Inc."
150266,3778628,"Hanson Communications, Inc."
131330,3779675,Champlain Telephone Company
131286,3781200,"Sweetser Rural Telephone Company, Inc."
130489,3781556,Farmers Telephone Company-Essex
330025,3783123,Uniti Group Inc.
190365,3783255,"Tel-Star Cablevision, Inc."
131422,3784477,"Venture Communications Cooperative, Inc."
190406,3785300,Westgate Communications LLC
130606,3785318,"Hiawatha Broadband Communications, Inc."
130090,3786936,"Baca Valley Telephone Company, Inc."
130454,3788940,Emily Cooperative Telephone Company
130084,3789765,"Atwood Cable Systems, Inc."
130724,3790003,Laurens Municipal Communications Utility
130757,3792686,Long Lines
190131,3793726,Easton Utilities Commission
170050,3794765,Harlan Municipal Utilities
130208,3795697,"Cass Communications Management, Inc."
130742,3795739,"Ligonier Telephone Co., Inc."
130977,3795747,"Oneida Telephone Exchange, Inc."
130977,3795754,"Oneida Telephone Exchange, Inc."
130458,3800570,"ENMR Telephone Cooperative, Inc."
130077,3801651,AT&T Inc.
310042,3801891,"Helmsco, Inc."
130193,3801909,"Cambridge Telephone Company, Inc."
140033,3801925,Filer Mutual Telephone Company
470045,3805041,Knoxville Utilities Board
131302,3806668,"Telapex, Inc."
330025,3911385,Uniti Group Inc.
130757,3911567,Long Lines
131451,3936994,Washington County Rural Telephone Cooperative
190155,3944527,"Fisher Wireless Services, Inc."
190265,4052577,Nittany Media Inc.
130542,4052791,"Gila River Telecommunications, Inc."
170014,4056248,Atkins Telephone Company
190047,4056602,"Bee Line, Inc."
190013,4057147,Adams CATV Inc.
130538,4068474,"Germantown Telephone Company, Inc."
190323,4069167,Savage Communications Inc.
131506,4073680,Woodstock Telephone Company
260000,4074779,"Farmers Telecommunications Cooperative, Inc."
380099,4074845,Paragould Light and Water Commission
131341,4112835,The North-Eastern Pennsylvania Telephone Company
410135,4119376,"City of Sandy, Oregon"
130921,4142683,NITCO Holding Corporation
470060,4155883,Presque Isle Electric & Gas Co-op
130095,4156139,Baraga Telephone Company Inc.
330025,4207239,Uniti Group Inc.
130999,4242723,"NTT DoCoMo, Inc."
130754,4246898,"Logan Telephone Cooperative, Inc."
130578,4251419,"Guadalupe Valley Telephone Cooperative, Inc."
130479,4255303,Farmers Mutual Telephone Company (ID)
130929,4260436,"North Central Telephone Cooperative, Inc."
130423,4261061,Duo County Telephone Cooperative Inc.
130602,4262853,Hemingford Cooperative Telephone Company
190428,4266664,"San Carlos Apache Telecommunications Utility, Inc."
130224,4268918,"Central Arkansas Telephone Cooperative, Inc."
131303,4269528,"TelAtlantic, Inc."
131412,4269718,"Valliant Telephone Company, Inc."
130986,4269775,Oregon Telephone Corporation
130986,4269809,Oregon Telephone Corporation
130986,4269817,Oregon Telephone Corporation
450174,4269833,Wyyerd Group LLC
130850,4273454,Molalla Communications Company
130034,4273728,"Alenco Communications, Inc."
390139,4273751,"American Georgetown, Inc."
130034,4273850,"Alenco Communications, Inc."
440186,4274007,Direct Management Company
131199,4274890,Skyline Telephone Membership Corporation
131117,4275137,"Riviera Telephone Company, Inc."
130440,4278339,"Eastex Telephone Cooperative, Inc."
131466,4278453,West Texas Rural Telephone Cooperative Inc.
131379,4279154,"City of Muscatine, Iowa"
131221,4280665,"South Plains Telephone Cooperative, Inc."
130425,4283917,"Dobson Technologies, Inc."
130925,4285466,Nortex Communications
130925,4285474,Nortex Communications
130153,4285623,"Brazos Telephone Cooperative, Inc."
130772,4287538,"Magazine Telephone Company, Inc."
290057,4296356,"Interstate Wireless, Inc."
130872,4301339,MTCO Corporation
130872,4301370,MTCO Corporation
130872,4301388,MTCO Corporation
131052,4306825,"Planters Rural Telephone Cooperative, Inc."
190233,4309522,"Hilliary Communications, LLC"
130427,4309548,"E. Ritter Communications Holdings, Inc."
130856,4310298,Griggs County Telephone Company
131030,4310694,"Peoples Telecommunications, LLC"
130678,4311304,Johnson Telephone Company
130733,4311320,Lemonweir Valley Telephone Company
130071,4311528,"Armstrong Holdings, Inc."
130017,4311627,Agate Mutual Telephone Cooperative Association
130963,4311809,Nunn Telephone Company
130962,4312187,Nucla-Naturita Telephone Company
130074,4313243,"Arvig Enterprises, Inc."
131246,4313342,"SRT Communications, Inc."
131013,4313953,Pattersonville Telephone Company (NY)
130679,4314100,"K & M Telephone Company, Inc."
131034,4314316,Phillips County Telephone Company
130455,4314605,Empire Telephone Corporation/North Penn Telephone Company
130986,4315461,Oregon Telephone Corporation
130210,4317368,Castleberry Communications
130439,4317731,"Eastern Slope Rural Telephone Association, Inc."
130074,4318556,"Arvig Enterprises, Inc."
130610,4318846,Highland Telephone Cooperative (VA)
130862,4318929,Mount Horeb Telephone Company
130142,4319026,Rural Communications Holding Corporation
130368,4319117,"Crossville Consolidated Communications, Inc."
131482,4319372,"Wikstrom Telephone Company, Inc."
130137,4319406,"Block Communications, Inc."
130098,4319703,Bascom Mutual Telephone Company
130098,4319737,Bascom Mutual Telephone Company
130490,4320065,"Farmers Telephone Cooperative, Inc. (SC)"
130490,4320107,"Farmers Telephone Cooperative, Inc. (SC)"
130527,4320164,Gardonville Cooperative Telephone Association
130090,4320297,"Baca Valley Telephone Company, Inc."
131131,4320362,"Roosevelt County Rural Telephone Cooperative, Inc."
131320,4320412,Terral Telephone Company
130937,4320545,"Northeast Communications of Wisconsin, Inc."
130710,4320883,"La Ward Telephone Exchange, Inc."
130524,4320909,"Ganado Telephone Company, Inc."
130747,4321113,Lipan Telecommunications Inc.
131478,4321451,"Abound Ventures, Inc."
130375,4321733,"Cumby Telephone Cooperative, Inc."
440186,4321790,Direct Management Company
130711,4322053,"LaHarpe Telephone Company, Inc. (KS)"
130771,4322079,"Madison Telephone, LLC"
130074,4322095,"Arvig Enterprises, Inc."
130937,4322178,"Northeast Communications of Wisconsin, Inc."
130532,4322269,Geetingsville Telephone Company Inc.
130757,4322335,Long Lines
131459,4322350,"West Carolina Rural Telephone Cooperative, Inc."
130074,4322665,"Arvig Enterprises, Inc."
130555,4322889,"Gorham Communications, Inc."
131108,4322897,"Smithville Holding Company, Inc."
131108,4322913,"Smithville Holding Company, Inc."
130584,4323499,Hamilton County Telephone Co-Op
130584,4323507,Hamilton County Telephone Co-Op
130956,4323556,"KCL Enterprises, Inc."
170044,4324570,Fishers Island Telephone Corporation
130956,4324620,"KCL Enterprises, Inc."
130622,4324661,Hot Springs Telephone Company
130455,4324802,Empire Telephone Corporation/North Penn Telephone Company
130796,4324828,McClure Telephone Company
130275,4325148,City of Ketchikan
170067,4325205,Monmouth Internet Corporation
130427,4325403,"E. Ritter Communications Holdings, Inc."
131265,4326070,Stoneham Cooperative Telephone Corporation
130142,4326815,Rural Communications Holding Corporation
130142,4326849,Rural Communications Holding Corporation
130142,4326872,Rural Communications Holding Corporation
131445,4327201,"Wabash Telephone Cooperative, Inc."
300192,4327417,"USConnect Holdings, Inc."
130777,4327961,Manchester-Hartland Telephone Company
130245,4328118,Chickasaw Holding Company
150266,4328134,"Hanson Communications, Inc."
131128,4328472,Roggen Telephone Cooperative Company
130087,4328654,Ayersville Telephone Company
130903,4328688,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130393,4328704,Daviess-Martin County Rural Telephone Corporation
130416,4329223,Doylestown Telephone Company
131161,4329264,"Waimana Enterprises, Inc."
130065,4329314,Arapahoe Telephone Company
130073,4329330,Arthur Mutual Telephone Company
130114,4329348,BW Telcom
130268,4329538,Citizens Telephone Corporation
150266,4329587,"Hanson Communications, Inc."
150266,4329611,"Hanson Communications, Inc."
150266,4329629,"Hanson Communications, Inc."
150266,4329652,"Hanson Communications, Inc."
130289,4329710,Clear Creek Mutual Telephone Company
130735,4329785,"Leonore Mutual Telephone Co., Inc."
131165,4329884,Scatter Creek Ltd.
131124,4330007,"Rochester Telephone Company, Inc."
130139,4330205,Bloomingdale Home Telephone Company
131165,4330353,Scatter Creek Ltd.
130834,4330387,"Midwest Telecom of America, Inc."
131050,4330866,Plainview Telephone Company Inc.
130227,4330874,"Central Texas Telephone Cooperative, Inc."
131050,4330890,Plainview Telephone Company Inc.
130204,4330908,Cascade Communications Company
130285,4330940,"Clarence Telephone Company, Inc."
130207,4330965,Casey Mutual Telephone Company
130693,4331039,Keystone Farmers Cooperative Telephone Company
131328,4331047,"Thacker-Grigsby Telephone Company, Inc."
130787,4331062,Massena Telephone Company
130114,4331070,BW Telcom
130945,4331724,"Northern Telephone Cooperative, Inc."
130544,4332128,Glasford Telephone Company
131124,4332912,"Rochester Telephone Company, Inc."
130311,4333035,"Colorado Valley Telephone Cooperative, Inc."
300192,4333043,"USConnect Holdings, Inc."
130630,4333050,Huxley Communications Cooperative
131444,4333266,Wabash Mutual Telephone Company
130152,4333407,Brazoria Telephone Company
130352,4333589,"Cordova Telephone Cooperative, Inc."
131168,4334017,Scio Mutual Telephone Association
130399,4334439,Delhi Telephone Company
190281,4334538,"OTZ Telephone Cooperative, Inc."
130592,4334918,"Hartington Telecommunications Co., Inc."
130044,4334934,"Alma Telecom, Inc."
130142,4334975,Rural Communications Holding Corporation
130538,4335394,"Germantown Telephone Company, Inc."
130814,4335873,"MGW Communications, Inc."
130290,4336871,Clear Lake Independent Telephone Company
131245,4337002,"Spruce Knob Seneca Rocks Telephone, Inc."
130940,4337044,Northeast Missouri Rural Telephone Company
130976,4337218,Northland Telephone Systems
130976,4337283,Northland Telephone Systems
131021,4337374,The Peetz Cooperative Telephone Company
150287,4337648,"Moapa Valley Telecommunications, Inc."
130852,4337689,Monitor Cooperative Telephone Company
130854,4337721,Monroe Telephone Company
131388,4338026,Union River Telephone Company
130877,4338315,Mutual Telephone Company (IA)
130487,4338489,"Farmers Telephone Company, Inc."
150225,4338851,Buckland Telephone Co.
131365,4339404,Trenton Telephone Co.
130012,4339453,Adams Telephone Co-Operative
130012,4339487,Adams Telephone Co-Operative
300113,4339768,Orange S.A.
130106,4339800,Beehive Telephone Companies
130791,4339982,"Matanuska Telecom Association, Inc."
160127,4340410,LICT Corporation
130196,4340949,Canby Telephone Association
131516,4341285,Yadkin Valley Telephone Membership Corporation
140036,4341798,Fort Jennings Telephone Company
130362,4341830,"CP-Tel Holdings, Inc."
130362,4341855,"CP-Tel Holdings, Inc."
130018,4342473,"Agri-Valley Communications, Inc."
190233,4344776,"Hilliary Communications, LLC"
130540,4346474,GEUS
130292,4349734,"Clear Rate Communications, LLC"
130514,4356952,"Franklin Telephone Co., Inc."
130380,4359279,Grayson Collin Electric Cooperative
131090,4360731,"Range Telephone Cooperative, Inc."
130684,4362364,"KanOkla Telephone Association, Inc."
130825,4362372,"Mid-Plains Rural Telephone Cooperative, Inc."
131126,4362505,Rock Port Telephone Company
130673,4364022,James Valley Cooperative Telephone Company
130083,4365276,"Atlas Telephone Company, Inc."
130240,4365318,Cherokee Telephone Company
130614,4365334,Hinton Holding Company
131225,4371795,Southeastern Indiana Rural Telephone Cooperative
130712,4374039,Lake Livingston Telephone Company
130986,4374047,Oregon Telephone Corporation
130269,4374153,"Citizens Telephone Company of Hammond NY, Inc."
130269,4374187,"Citizens Telephone Company of Hammond NY, Inc."
130071,4379707,"Armstrong Holdings, Inc."
130071,4379715,"Armstrong Holdings, Inc."
130071,4379723,"Armstrong Holdings, Inc."
130071,4379731,"Armstrong Holdings, Inc."
130071,4379749,"Armstrong Holdings, Inc."
130875,4380945,Mulberry Cooperative Telephone Co. Inc.
160127,4380952,LICT Corporation
160127,4380986,LICT Corporation
130196,4381174,Canby Telephone Association
130681,4381281,"Kalida Telephone Company, Inc."
130141,4381323,"Blossom Telephone Co., Inc."
130569,4381380,"Great Plains Communications, Inc."
130266,4381422,Citizens Telephone Cooperative (VA)
130795,4381505,Court Square Capital Partners
130206,4381547,Day Management Corporation
130291,4381729,"Clear Lake Telephone Company, Inc."
440062,4383022,"NexGen Integrated Communications, LLC"
130420,4384111,"Dunbarton Telephone Company, Inc."
131055,4384517,"Poka Lambro Telephone Cooperative, Inc."
131055,4384525,"Poka Lambro Telephone Cooperative, Inc."
130609,4427803,"Hickory Utility Services, Inc."
130741,4499034,Liberty Latin America Ltd.
130160,4519732,Bristol Bay Telephone Cooperative
130431,4523817,"Eagle Telephone Systems, Inc."
390061,4530812,Kit Carson Electric Cooperative Inc.
131387,4533105,"UBTA-UBET Communications, Inc."
250014,4551347,"Arbuckle Communications, LLC"
410186,4551529,"City of Clarksville, Arkansas"
130081,4555595,"ATN International, Inc."
130136,4560645,Bledsoe Telephone Cooperative Inc.
130851,4561429,"Mon-Cre Telephone Cooperative, Inc."
290103,4565057,TELE-PAGE Inc.
190020,4579496,"City of Albany, Georgia"
131226,4746863,American Broadband Holding Company
190431,4759411,City Utilities of Springfield
130938,4770475,Northeast Iowa Telephone Company
131613,4770525,Sully Telephone Association
130477,4776464,Farmers Mutual Cooperative Telephone Company-Harlan
320053,4821989,Illinois Electric Cooperative
380059,4837944,Jackson County Rural Electric Membership Corporation
430121,4923934,"Epic Touch Co., Inc."
131296,4924478,"Taylor Telephone Cooperative, Inc."
130037,4924809,"All West Communications, Inc."
131218,4924866,"South Central Telephone Association, Inc."
131029,4925129,"Peoples Rural Telephone Cooperative Corporation, Inc."
131199,4926796,Skyline Telephone Membership Corporation
160127,4927802,LICT Corporation
131086,4928255,"Ragland Telephone Co., Inc."
131362,4928750,"Townes Telecommunications, Inc."
131362,4928792,"Townes Telecommunications, Inc."
130148,4929717,Colonial Telephone Company
130745,4930350,Lincolnville Telephone Company
130745,4930384,Lincolnville Telephone Company
130094,4933032,"Ballard Rural Telephone Cooperative Corporation, Inc."
130578,4933677,"Guadalupe Valley Telephone Cooperative, Inc."
130118,4935730,Beresford Municipal Telephone Company
130874,4937827,"Mud Lake Telephone Cooperative Association, Inc."
131487,4939864,Willard Telephone Company
150250,4940664,DTC Holding Company
460024,4942678,"DCN, LLC"
130178,4942819,"Burke's Garden Telephone Co., Inc."
131031,4943221,Peoples Telephone Cooperative
130176,4950937,"Bulloch County Rural Telephone Cooperative, Inc."
130312,4953980,Colton Telephone Company
131363,4955837,"Traceroad, Inc."
131175,4956652,Selectronics Corporation
130511,4957528,Waldron Communication Company
131211,4961231,"Consolidated Companies, Inc."
290111,4963088,"Viasat, Inc."
430181,4963419,"CIBL, Inc."
130395,4964227,"Decatur Holding Company, Inc."
360117,4965141,"Fusion Connect, Inc."
131444,4965380,Wabash Mutual Telephone Company
330025,4965992,Uniti Group Inc.
330025,4966099,Uniti Group Inc.
130322,4966131,"Community Antenna Service, Inc."
130667,4966149,Ironton Telephone Company
330025,4966552,Uniti Group Inc.
330025,4966594,Uniti Group Inc.
330025,4967014,Uniti Group Inc.
330025,4967030,Uniti Group Inc.
330025,4967055,Uniti Group Inc.
330025,4967337,Uniti Group Inc.
330025,4967360,Uniti Group Inc.
330025,4967600,Uniti Group Inc.
330025,4967634,Uniti Group Inc.
330025,4967683,Uniti Group Inc.
330025,4967691,Uniti Group Inc.
330025,4967725,Uniti Group Inc.
330025,4967741,Uniti Group Inc.
330025,4967774,Uniti Group Inc.
330025,4967790,Uniti Group Inc.
330025,4967808,Uniti Group Inc.
330025,4967816,Uniti Group Inc.
330025,4967840,Uniti Group Inc.
130233,4969093,Chapin Communications Corporation
130597,4970067,"Hayneville Holding Company, Inc."
130288,4970711,"Clay County Rural Telephone Cooperative, Inc."
130602,4972766,Hemingford Cooperative Telephone Company
130327,4973301,"Community Telephone Co., Inc."
130614,4975058,Hinton Holding Company
131194,4975199,"Siren Telephone Company, Inc."
130690,4975496,"Atlas Connectivity, LLC"
131423,4976494,Venus Telephone Corporation
131431,4976932,Viola Holding Company
131248,4979555,St. Paul Cooperative Telephone Association
130271,4979688,City of Brookings Telephone Fund
131329,4980280,The Champaign Telephone Company
131272,4980421,"Sunflower Enterprises, Inc."
330086,4980611,"LaHarpe Telephone Company, Inc. (IL)"
131242,4981114,"Springcom, Inc."
131076,4983722,"Public Service Communications, Inc."
131418,4984670,Vaughnsville Telephone Company
130757,4984761,Long Lines
460633,4984837,MTC Cable
131520,4985065,Yeoman Telephone Company
131900,4985818,"Cunningham Management, Inc."
130539,4986410,Gervais Telephone Company
130081,4991444,"ATN International, Inc."
240022,5000492,CND Acquisition Corp.
131038,5000716,Pine Belt Communications Co. Inc.
190046,5007992,Beaver Valley Cable Company
131257,5009725,"State Telephone Company, Inc."
131359,5010996,"Totah Communications, Inc."
131247,5015391,"St. John Telephone, Inc."
131247,5015409,"St. John Telephone, Inc."
130399,5015607,Delhi Telephone Company
240012,5016779,Bryan Municipal Utilties
131302,5017298,"Telapex, Inc."
131250,5017439,"Stanton Telecom, Inc."
350005,5017751,"Kcindur Communications, Inc."
130964,5020169,"Nushagak Electric & Telephone Cooperative, Inc."
130941,5025101,Northeast Nebraska Telephone Company
150334,5027941,"WEHCO Video, Inc."
430139,5030200,"Live Wire Networks, Inc."
130624,5041991,HTC Holding Co.
130892,5043195,"NetCarrier Telecom, Inc."
360117,5044375,"Fusion Connect, Inc."
130845,5049895,Minburn Telephone Company
130238,5050083,Chazy & Westport Telephone Corp.
131469,5050141,"Westelcom Network, Inc."
130543,5051560,"Glandorf Telephone Co., Inc."
130116,5053251,Benton Ridge Telephone Company
130563,5053632,Grandview Mutual Telephone Company
131179,5058292,Sharon Telephone Company (IL & WI)
440186,5059092,Direct Management Company
130903,5059779,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130558,5061189,Granby Telephone Company
130683,5061387,"KALTELCO, Inc."
130597,5061437,"Hayneville Holding Company, Inc."
130786,5061544,Mashell Inc.
131157,5061627,Sand Creek Communications Company
150119,5062955,Pattersonville Telephone Company (OH)
130986,5063078,Oregon Telephone Corporation
130847,5063458,Minford Telephone Company
150266,5066063,"Hanson Communications, Inc."
130908,5067152,"New Windsor Communications, Inc."
131027,5067186,Pennsylvania Telephone Company
130203,5067228,"Carr Communications, Inc."
160135,5067509,"Ogden Communications, Inc."
130095,5067665,Baraga Telephone Company Inc.
440000,5069125,"First American Holdings, Inc."
130315,5069232,TOTE Holdings LLC
131396,5069299,"MTE Holdings, LLC"
150120,5069935,Mutual Telephone Company (KS)
300192,5070933,"USConnect Holdings, Inc."
131183,5075643,"Sherwood Mutual Telephone Association, Inc."
131108,5076922,"Smithville Holding Company, Inc."
130557,5077342,"Grafton Communications, Inc."
131366,5079314,"BHT Holdings, Inc."
130810,5080122,"Mescalero Apache Telecom, Inc."
131332,5081542,The Conneaut Telephone Company
160127,5081567,LICT Corporation
130902,5082060,"New Hope Telephone Cooperative, Inc. (AL)"
131076,5084769,"Public Service Communications, Inc."
130081,5087002,"ATN International, Inc."
130046,5093018,Alta Municipal Utilities
130233,5093224,Chapin Communications Corporation
330025,5095856,Uniti Group Inc.
130993,5097134,"Firstlight Fiber, Inc."
130993,5097167,"Firstlight Fiber, Inc."
300135,5097407,SDN Communications
160127,5099619,LICT Corporation
130425,5139662,"Dobson Technologies, Inc."
131426,5209374,"Vermont Telephone Company, Inc."
131100,5221866,Reedsburg Utility Commission
130208,5257522,"Cass Communications Management, Inc."
130788,5283221,"Massillon Cable TV, Inc."
130721,5367115,"Laurel Highland Total Communications, Inc."
190281,5373576,"OTZ Telephone Cooperative, Inc."
330025,5386172,Uniti Group Inc.
240085,5414842,Scottsboro Electric Power Board
310013,5450507,Blue Ridge Mountain Electric Membership Corporation
131036,5464532,"Piedmont Rural Telephone Cooperative, Inc."
131409,5622675,"Valley Telecommunications Cooperative Association, Inc."
131422,5623244,"Venture Communications Cooperative, Inc."
340015,5667076,"Comelec Services, Inc."
130035,5671128,Algona Municipal Utilities
130193,5769302,"Cambridge Telephone Company, Inc."
420146,5781620,"Victoria Electric Cooperative, Inc."
130553,5782289,Gonthier Inc.
300016,5806872,"Basin 2 Way Radio, Inc."
210061,5813316,"Pavlov Media, Inc."
290037,5848759,"Digital Connections, Inc."
130396,5872015,"DeKalb Telephone Cooperative, Inc."
130464,5901368,"Etex Telephone Cooperative, Inc."
130757,5919022,Long Lines
180010,5920509,City of Auburn
130077,5937974,AT&T Inc.
131008,5941547,Panora Communications Cooperative
190223,6011472,Lenox Municipal Utilities
240047,6013759,Americell PA3 Limited Partnership
131170,6033393,Scott County Telephone Cooperative
130263,6074470,Green Hills Telephone Corporation
130993,6097711,"Firstlight Fiber, Inc."
190244,6118814,Minnesota Valley Television Improvement Corporation
220069,6126080,City of Valparaiso
190335,6146120,"Southern Ohio Communication Services, Inc."
500060,6155337,Greeneville Energy Authority
240065,6162192,"Nelsonville TV Cable, Inc."
150272,6163059,Iowa Connect Inc.
130079,6178198,"Radiate Holdings, LP"
300083,6210736,Local Internet Service Company
330025,6251136,Uniti Group Inc.
131148,6259931,Saddleback Communications Inc.
130657,6301592,"InterBel Telephone Cooperative, Inc."
440203,6308548,"Dialog Telecom, LLC"
330025,6580518,Uniti Group Inc.
131347,6662423,The Toledo Telephone Company
131011,6682983,"PATHWAYZ Communications, Inc."
330025,6694111,Uniti Group Inc.
131250,6723936,"Stanton Telecom, Inc."
240081,6747703,Reinbeck Municipal Telecommunications Utility
130065,6764575,Arapahoe Telephone Company
131223,6764948,"Southeast Nebraska Communications, Inc."
131216,6778914,South Central Rural Telecommunications Cooperative Inc.
300034,6791602,Communications Management Group LLC
130071,6796643,"Armstrong Holdings, Inc."
130757,6801401,Long Lines
210101,6831713,Xchange Telecom Corp.
390116,6899793,Taylor Electric Cooperative
130269,6900716,"Citizens Telephone Company of Hammond NY, Inc."
130403,6945950,"T-Mobile USA, Inc."
240064,6965750,Nelson County Cablevision Corp.
190058,6993901,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA"
430175,7011331,White Cloud Networks
131056,7023948,Polar Communication Mutual Aid Corporation
190101,7069867,Community Cable Television Agency of O'Brien County
310094,7083470,"Arrowhead Electric Cooperative, Inc."
130989,7096514,Osage Municipal Utilities
130889,7096639,Nelson Telephone Cooperative
370088,7117237,PocketiNet Communications Inc.
131226,7129216,American Broadband Holding Company
380013,7170475,"Anza Electric Cooperative, Inc."
131010,7183619,Partner Communications Cooperative
130043,7196207,Alma Communications Company
130794,7258973,"NBVDS Investment, LLC"
130387,7266703,Dakota Central Telecommunications Cooperative
130804,7282312,Mediacom Communications Corp.
270045,7299654,Getwireless.net
280078,7389208,"Horizon Cable TV, Inc."
300085,7415706,"Tower Bridge Mobile Holdings, LLC"
130755,7427487,"Logix Communications, LP"
170012,7435902,"American Samoa Telecom, LLC"
130416,7452204,Doylestown Telephone Company
130140,7458805,"Bloomingdale Telephone Company, Inc."
300150,7472319,"Stratus Networks, Inc."
130218,7491137,Cedar Falls Municipal Communications Utility
470016,7543713,"City of Norway, Michigan"
130150,7556152,Brandenburg Communications Corp.
131016,7566961,"PCC Holdings, Inc."
140092,7573520,"Twin Valley Management, Inc."
190059,7630791,"Boycom Cablevision, Inc."
250069,7635584,Satellite Operations Inc.
520076,7690258,"Delta Communications, LLC"
190146,7719719,"FastTrack Communications, Inc."
130239,7734387,"Chequamegon Communications Cooperative, Inc."
130996,7738446,"US Signal Company, LLC"
130425,7759517,"Dobson Technologies, Inc."
190305,7761273,"Quantum Telecommunications, Inc."
130742,7770084,"Ligonier Telephone Co., Inc."
390120,7802291,Tennessee Independent Telecom Group LLC
130427,7864895,"E. Ritter Communications Holdings, Inc."
190349,7877517,"Syringa Networks, LLC"
240062,8039323,"Mountain Communications, LLC"
440203,8064941,"Dialog Telecom, LLC"
131167,8095655,"Schurz Communications, Inc."
130711,8113276,"LaHarpe Telephone Company, Inc. (KS)"
460060,8114050,Norwood Light Department Broadband Division
190003,8181448,"1stel, Inc."
180064,8188633,"Web Fire Communications, Inc."
170058,8197303,Jackson Energy Authority
130369,8206997,Crown Point Telephone Corporation
130079,8245839,"Radiate Holdings, LP"
